FID,AREA,PERIMETER,WOODLAND_,WOODLAND_I,NATURE_COD,Shape_Leng,Shape_Area,Acres
1227,143138.223674,1928.33048694,1248,0,0,1928.33022588,143138.204402,3.28601416337
1228,134559.695597,1803.64931724,1393,1039,310,1803.64931517,134559.700721,3.08907802941
1229,1004604.58683,13791.9654548,1046,535,310,13791.9656286,1004604.58228,23.0626400531
1230,101034.14754,1793.58482383,838,0,0,1793.58483439,101034.149711,2.31943420223
1231,96671.856499,1214.63382074,736,551,310,1214.63388516,96671.8567864,2.21928933597
1232,95.000851999,41.0789003564,1094,506,310,41.0788720421,95.0005676247,0.00218092166272
1233,2996.24324951,315.54947228,1047,1575,310,315.549374552,2996.24054503,0.0687844933432
1234,119348.464893,1522.5244245,890,5058,310,1522.52432084,119348.464211,2.73987469253
1235,79129.1866185,1807.11849381,737,589,310,1807.11861474,79129.1914369,1.81656354349
1236,46848.1875,855.892437528,1249,1596,310,855.892462821,46848.1921365,1.07549080647
1237,29671.571912,908.70833203,839,2900,310,908.708247476,29671.5712602,0.681168272425
1238,174995.34575,2307.59679268,1394,1311,310,2307.59675608,174995.343945,4.01735638036
1239,15803.7130635,520.010937231,1095,4997,310,520.010822868,15803.7062071,0.362804624015
1240,62616.1792745,3176.46473808,1048,2570,310,3176.46467327,62616.2032922,1.43747598158
1241,148037.395856,1720.07565258,3155,1423,310,1720.0755588,148037.393314,3.39848451482
1242,1821029.07546,13320.6037512,1096,565,310,13320.6037724,1821029.07674,41.8052424444
1243,9141.80574701,419.621327703,6902,0,0,419.621480919,9141.80612803,0.209867830472
1244,693592.077525,5120.49358114,891,5041,310,5120.49352668,693592.081286,15.922746916
1245,41148.5190925,976.021148069,738,742,310,976.021142489,41148.5178758,0.944643766537
1246,928625.810858,10060.8239108,1250,1043,310,10060.8237357,928625.817754,21.318400649
1247,1042693.94763,5401.58766931,1292,4992,310,5401.58779651,1042693.94648,23.9370550337
1248,147004.432888,3011.75771862,840,4542,310,3011.75785414,147004.43229,3.37477089783
1249,199972.039774,3435.91955263,3156,945,310,3435.9196035,199972.03422,4.59074458473
1250,27797.030758,945.092629228,1049,711,310,945.092614298,27797.0289059,0.638134529255
1251,48307.3802105,1000.8987922,892,5075,310,1000.89878407,48307.3778358,1.10898923475
1252,1866256.056,9575.02532041,6903,605,310,9575.02538029,1866256.05685,42.843515195
1253,1840218.58011,10376.4273458,1293,664,310,10376.4272488,1840218.6169,42.2457754314
1254,112033.669156,1557.92252201,3157,1416,310,1557.92251069,112033.658727,2.57194919338
1255,107041.861365,1598.22369011,739,1034,310,1598.22363439,107041.868581,2.4573530016
1256,58961.9973155,1183.20368739,1251,5840,0,1183.20360877,58961.995356,1.35358657495
1257,106251.387663,1564.55577206,893,517,310,1564.55577318,106251.371274,2.43920560791
1258,23844.8378336,1148.23320262,841,0,0,1148.23322638,23844.8335823,0.547404246141
1259,4895.6875,452.8705573,1050,1577,310,452.870650211,4895.68974126,0.112390021214
1260,16960.9010925,543.988720706,1294,1034,310,543.988615987,16960.8965378,0.389370164868
1261,998417.45642,4590.20391024,6904,1262,310,4590.20394038,998417.455371,22.9206025953
1262,450742.849033,6189.06487741,3158,433,310,6189.06512752,450742.857666,10.3476735685
1263,199.634420002,90.39067973,842,1958,310,90.3906662233,199.635105233,0.00458300972856
1264,1601414.34147,10478.7413671,894,0,0,10478.7409612,1601414.37666,36.7635624963
1265,23101.000113,594.007663742,1051,1075,310,594.007677997,23101.0026124,0.530328168427
1266,201459.7725,2325.77272056,1252,665,310,2325.77269467,201459.7675,4.6248983779
1267,59990.694409,1755.38210065,740,1038,310,1755.38206204,59990.6986083,1.37720244655
1268,37881.6279105,858.140175488,1052,0,0,858.140208033,37881.6235205,0.869645891814
1269,41147.0366775,802.98761136,843,0,0,802.987601408,41147.0338244,0.94460969727
1270,627.7695475,106.740010526,1295,1559,310,106.739960797,627.76970613,0.0144116670619
1271,22717.9720075,694.621141497,3159,252,310,694.621150177,22717.9688611,0.521534888274
1272,3139.442053,207.786622557,6905,1052,310,207.786595736,3139.44051475,0.0720719254488
1273,28196.032052,752.374686908,844,5800,0,752.374711407,28196.0206879,0.647294156849
1274,421203.702951,5291.71666178,741,0,0,5291.71659926,421203.715083,9.66954545232
1275,24693.1913005,1137.66097974,895,0,0,1137.66091353,24693.1793392,0.566879662816
1276,13046.7032495,530.979230627,1253,4672,310,530.979089907,13046.6925997,0.299512047442
1277,23109.338153,1082.30361841,3160,1013,310,1082.30353097,23109.3492883,0.530519782507
1278,103811.002799,1270.13627281,1053,714,310,1270.13638373,103811.008695,2.38318236778
1279,66272.408492,1675.35812089,1296,469,310,1675.35802653,66272.4059021,1.52141117981
1280,254909.423182,2839.63875161,6906,1580,310,2839.63863564,254909.417135,5.85193840165
1281,51874.867902,984.4821896,1297,1030,310,984.482089113,51874.8562598,1.19088759779
1282,320445.214232,3826.43061406,1395,1842,310,3826.43057681,320445.207562,7.35643914937
1283,33419.7261845,1196.57784955,3161,1579,310,1196.57774137,33419.7313598,0.767214532579
1284,160452.126009,2308.32945253,742,1473,310,2308.32935584,160452.108393,3.68348829667
1285,17312.4315915,633.971545471,1097,1545,310,633.971620057,17312.4358676,0.397440429695
1286,882458.259013,5545.73147937,1054,0,0,5545.73148483,882458.24835,20.2585348529
1287,713106.718498,5555.06383218,845,0,0,5555.06385426,713106.709938,16.3707429379
1288,257959.735748,3054.03498138,896,5803,0,3054.03481731,257959.729105,5.92196420906
1289,42556.5232315,1708.14005768,6907,1054,310,1708.14008041,42556.5276893,0.976967353441
1290,18048.1642835,592.740583477,1254,4658,310,592.740612875,18048.1609275,0.414330420577
1291,273157.03142,3898.09952072,897,722,310,3898.0997275,273157.039605,6.27084784748
1292,68448.8598205,2907.53464764,6908,2540,310,2907.53462909,68448.856556,1.57137581158
1293,1408351.06071,9185.32304194,3162,588,310,9185.32304099,1408351.0868,32.3314214926
1294,46390.310592,1106.09404285,1298,4991,310,1106.09399825,46390.3043478,1.0649791072
1295,556860.533632,5621.20350554,1255,0,0,5621.20365599,556860.529963,12.7838098579
1296,298456.934637,3564.67324299,1396,652,310,3564.67308623,298456.935606,6.85165586403
1297,2224190.96196,8898.45511342,1098,717,310,8898.45522289,2224190.99276,51.0606035251
1298,2018753.65087,9926.79881462,743,1346,310,9926.79882448,2018753.70494,46.3443934797
1299,47536.6726115,1045.88654515,1055,527,310,1045.88655084,47536.6729773,1.09129621498
1300,61244.4552085,1275.54664668,1299,5117,310,1275.54658705,61244.4570869,1.4059848959
1301,836256.511152,7038.49345352,6909,1579,310,7038.49351833,836256.536236,19.197885245
1302,73819.669105,1103.81636135,1099,5822,0,1103.81631713,73819.6721758,1.69467326573
1303,548649.048228,6367.3651331,898,0,0,6367.36533846,548649.05239,12.5952995177
1304,105895.6,2506.30267674,846,1451,310,2506.30267887,105895.596352,2.43103810688
1305,23600.0725775,586.775467871,3163,5939,0,586.775559625,23600.078386,0.541785417507
1306,6609.70451402,434.550447932,744,741,310,434.550441998,6609.70094249,0.151738461464
1307,7461.25,471.215934174,1256,1597,310,471.215924635,7461.24789241,0.171287367711
1308,162401.99139,2303.62424555,1056,1084,310,2303.62429084,162401.991393,3.72825162999
1309,229410.62325,3370.73362084,1300,0,0,3370.73392116,229410.613952,5.26656408625
1310,188054.674782,2003.44593027,6910,1078,310,2003.44598347,188054.65638,4.31715814052
1311,1993201.689,10519.9252216,1397,1840,310,10519.9251901,1993201.71709,45.7577982075
1312,1489596.54659,7139.80201611,899,0,0,7139.80203525,1489596.60305,34.1965693631
1313,104461.660754,1423.29007232,3164,939,310,1423.29009195,104461.661175,2.39811935315
1314,397284.566419,2775.33273085,745,0,0,2775.33273817,397284.550221,9.12043478797
1315,6647.58356251,470.607468252,6911,0,0,470.607516811,6647.58314373,0.152608120619
1316,1126849.42244,8950.07575238,1301,0,0,8950.07572642,1126849.39774,25.869006087
1317,59937.6851685,1127.43858046,1257,1598,310,1127.4386583,59937.684854,1.37598541335
1318,46024.849274,1325.5129583,1302,1043,310,1325.51287609,46024.8530317,1.05658946583
1319,993271.07891,9638.97087628,6912,1577,310,9638.97076193,993271.073045,22.8024574413
1320,53476.60277,1341.44344689,900,552,310,1341.44342158,53476.6130883,1.22765902193
1321,651778.300871,4111.72958219,1258,0,0,4111.729493,651778.292942,14.9628305799
1322,721659.09072,10254.3298381,3165,1577,310,10254.3294871,721659.096346,16.5670794993
1323,49074.247131,899.181412565,746,0,0,899.181401717,49074.2578877,1.1265944487
1324,21795.732016,1050.87724475,1057,742,310,1050.87724397,21795.7290237,0.50036309015
1325,70114.8014,1441.38286425,1100,748,310,1441.38287438,70114.8140541,1.60962108618
1326,203773.954229,2413.88494413,847,2893,310,2413.88478723,203773.941772,4.67802472154
1327,127473.41152,3767.58374361,1303,471,310,3767.5839632,127473.410819,2.92639854717
1328,273.457649004,87.1779303318,901,2395,310,87.1779994814,273.458795415,0.00627777523538
1329,220681.529842,3252.57679121,1398,1825,310,3252.57673641,220681.532427,5.06617114682
1330,202832.796884,2590.68011637,3166,258,310,2590.68006026,202832.799049,4.65641897113
1331,25219.063269,1035.06762633,6913,435,310,1035.06764223,25219.066442,0.578952417781
1332,13557.924321,750.762245114,747,2361,310,750.762295016,13557.9269055,0.311248419132
1333,124529.218713,1528.01811716,848,753,310,1528.01804149,124529.207719,2.85880867395
1334,30577.611979,1039.91200442,1304,2536,310,1039.91188991,30577.6168225,0.701968299664
1335,135294.209837,1710.15148493,1058,4666,310,1710.15154786,135294.211509,3.10594014433
1336,4772139.04781,29783.6190663,902,1871,310,29783.6190651,4772139.0593,109.55367649
1337,16332059.7401,58494.6031454,1101,876,310,58494.602895,16332059.7286,374.934000392
1338,887265.982003,6601.63965639,3167,371,310,6601.63983112,887265.985835,20.3689057601
1339,4209273.14366,25951.9525177,1259,1037,310,25951.9517887,4209273.06058,96.6319994886
1340,438171.031408,4053.54883177,6914,1158,310,4053.54871553,438171.015776,10.059062637
1341,111837.97519,1427.01018093,748,582,310,1427.01006211,111837.954243,2.56745641865
1342,17234.485701,619.866210569,1305,520,310,619.866273823,17234.4801455,0.395650805408
1343,1156546.12025,4249.26815102,849,2384,310,4249.26819769,1156546.13408,26.5507520724
1344,32183.362008,817.340039857,1059,2583,310,817.340044003,32183.3680493,0.738831422938
1345,889199.543492,8903.06267494,1399,931,310,8903.06263596,889199.537558,20.4132941774
1346,202264.440927,3610.4543444,1306,1037,310,3610.45440577,202264.438266,4.64337115075
1347,13655.680836,447.765777381,903,0,0,447.765787848,13655.6798561,0.313492527066
1348,42114.115178,1763.93745839,6915,2561,310,1763.93730331,42114.1171111,0.966810963454
1349,390746.78,5897.44470318,3168,872,310,5897.44474325,390746.772047,8.97034745269
1350,10804.34375,556.327660199,1102,3757,310,556.327664767,10804.3433893,0.248034586934
1351,30572.292657,733.733765527,1060,5127,310,733.733741247,30572.2870844,0.701845945223
1352,104875.269689,1737.13008216,749,1979,310,1737.13002871,104875.268216,2.40761450226
1353,27530.0458675,1024.09484674,1260,1040,310,1024.09482889,27530.0447049,0.632005390849
1354,2101547.45705,19163.7290575,850,0,0,19163.7291912,2101547.43692,48.2450836348
1355,18076.201778,595.718124405,904,1865,310,595.718063933,18076.2027511,0.414974174843
1356,7517999.97664,38593.4440507,905,1862,310,38593.444043,7518000.00028,172.590222047
1357,6596.4375,455.424800068,1103,3758,310,455.424836683,6596.43783877,0.151433981281
1358,110.9755635,71.5959432117,1261,0,0,71.5959709951,110.975748282,0.0025476628142
1359,134204.202683,1433.72045056,1307,1818,310,1433.72054394,134204.20375,3.08091690928
1360,142926.803484,4572.79195573,6916,1408,310,4572.79198582,142926.812837,3.28116126139
1361,790520.528079,9401.49523166,1061,690,310,9401.49530247,790520.544513,18.1479271489
1362,1236669.39777,7517.18305725,750,5070,310,7517.18312543,1236669.37735,28.3901359973
1363,153558.554664,1896.05101568,3169,274,310,1896.05104578,153558.559684,3.52523356106
1364,58571.767433,1904.61026796,1400,666,310,1904.61023376,58571.7677275,1.34462814544
1365,2814479.51486,21841.1695803,851,0,0,21841.1692777,2814479.42637,64.6118155263
1366,22993.450462,647.679715319,1262,1029,310,647.679704397,22993.4432929,0.527858936338
1367,4026071.8495,19329.1249346,751,1172,310,19329.1248596,4026071.88487,92.4262623784
1368,951604.51383,8499.84847575,1104,5119,310,8499.84853539,951604.550914,21.8459218857
1369,466300.252135,2869.9811576,3170,1421,310,2869.98108055,466300.231183,10.7048231494
1370,42855.906512,928.880592428,6917,6085,0,928.880596431,42855.9067394,0.983840178227
1371,32836.421378,741.613337281,1308,1044,310,741.613467122,32836.4285464,0.753823688993
1372,41792.085943,1342.41332078,906,0,0,1342.4133247,41792.0970903,0.959418371424
1373,24167.9618195,780.093043053,1263,0,0,780.093117777,24167.9642951,0.554822336254
1374,4890.728905,292.027198917,1401,5031,310,292.027241849,4890.72966885,0.112276153164
1375,1084760.99438,7075.59828977,1062,693,310,7075.59821301,1084760.98445,24.9027852046
1376,59613.656017,1332.15937881,852,681,310,1332.15937309,59613.6637109,1.36854688169
1377,398098.03125,2787.07810843,1105,1595,310,2787.07816717,398098.033814,9.13910987627
1378,729018.236328,5894.32070322,9206,1128,310,5894.32079339,729018.258893,16.7360233006
1379,294896.551951,3412.69760561,1264,690,310,3412.69761813,294896.565877,6.76992069484
1380,33171.05937,775.022000004,1402,0,0,775.02221089,33171.0539085,0.761505660999
1381,14283.336626,842.146673863,752,1993,310,842.146644842,14283.3416021,0.327901715694
1382,21609.5219425,1190.05416043,1309,5111,310,1190.05411432,21609.5353964,0.496088655527
1383,22544.7798886,945.507910746,907,1870,310,945.50772519,22544.783986,0.517559094706
1384,737935.11171,7277.54703285,3171,376,310,7277.54695265,737935.143484,16.9407276224
1385,15792.7107775,935.650380876,853,1856,310,935.650368321,15792.7089261,0.362552160173
1386,49248759.3113,134393.77608,1063,1600,310,134393.775049,49248759.2281,1130.60046427
1387,2214.0461175,188.825958256,1106,4665,310,188.825891146,2214.04635167,0.0508277136795
1388,31393.5111875,993.188404888,908,724,310,993.188307897,31393.5061904,0.72069861719
1389,63779.848056,1341.55755001,1403,674,310,1341.55764815,63779.8464629,1.46418965985
1390,47.7595769988,41.105176751,1404,1023,310,41.105227433,47.7597534766,0.00109641745905
1391,200965.765074,2964.62583235,1064,4643,310,2964.62580767,200965.755473,4.61355737692
1392,6352.88826999,479.17876505,1107,0,0,479.178744657,6352.88521548,0.145842760034
1393,1049707.27318,8533.63052143,1265,685,310,8533.63040052,1049707.2752,24.0980595509
1394,833252.610514,3908.32101203,854,757,310,3908.32089721,833252.636509,19.1289249203
1395,194652.593687,2107.39583292,909,5061,310,2107.39610867,194652.585971,4.46862636786
1396,57116.600566,2121.04695803,9207,444,310,2121.04700906,57116.6082173,1.31122214611
1397,305941.622075,2347.4993329,753,1354,310,2347.49944333,305941.636341,7.02348163708
1398,82973.835878,1243.15160183,3172,605,310,1243.1516176,82973.8445267,1.90482498676
1399,731777.59148,5447.61635839,1310,1854,310,5447.61634896,731777.537538,16.7993678755
1400,14159.031241,703.535120002,1405,682,310,703.535054967,14159.0299797,0.325047902111
1401,37338.1717265,914.020034189,1108,733,310,914.019858853,37338.1676901,0.857169812746
1402,1442966.33441,9367.88521435,3173,590,310,9367.88524086,1442966.33457,33.1260814153
1403,609556.707312,7689.25312568,754,754,310,7689.25334548,609556.706916,13.9935524598
1404,135668.455731,2228.18436492,1266,1044,310,2228.18446766,135668.463929,3.11453183205
1405,1198901.20555,8057.01154135,9208,64,310,8057.01130617,1198901.18149,27.5230940568
1406,24807.225582,2064.65327989,910,0,0,2064.65328562,24807.2126592,0.569497518098
1407,4600612.64341,26532.0796497,1406,651,310,26532.0795481,4600612.55957,105.615954134
1408,40949.9806825,1693.45239314,1065,1076,310,1693.45232082,40949.9871542,0.940086110071
1409,361162.213192,2473.45929116,1311,2557,310,2473.45939052,361162.228796,8.29117707643
1410,93585.7144385,2035.6552506,1267,1033,310,2035.65504607,93585.7101873,2.14844087537
1411,229265.464364,3233.41829365,1109,0,0,3233.4183728,229265.457154,5.26323173137
1412,70174.5808495,1933.62373411,3174,1424,310,1933.62385201,70174.5895574,1.61099334841
1413,363518.255187,5905.73395269,855,696,310,5905.73388531,363518.248837,8.34526407057
1414,28480.189414,680.516204443,1407,1042,310,680.516313263,28480.193572,0.6538178947
1415,4906.441445,441.37031585,755,739,310,441.370180939,4906.43467736,0.112636691992
1416,57267.347223,1061.68225701,1110,0,0,1061.68230021,57267.3491949,1.31468269662
1417,758833.089025,3550.44146459,911,0,0,3550.44151509,758833.153415,17.4204818356
1418,140969.8815,3596.02175143,1312,5843,0,3596.02170573,140969.876613,3.23623600767
1419,2116732.57665,12897.0824277,1066,0,0,12897.0823816,2116732.60442,48.5936885073
1420,118618.919404,2007.67060379,3175,1006,310,2007.67056061,118618.926882,2.72312675296
1421,28537.550612,948.514572644,9209,1801,310,948.514577248,28537.5420919,0.655134440826
1422,255.973699003,114.546591525,1268,0,0,114.546477921,255.972229366,0.0058763373108
1423,20087.7371885,909.250977513,1111,754,310,909.250905388,20087.7429755,0.461152968933
1424,605.580445498,134.840656378,856,0,0,134.840754513,605.581428968,0.0139022922705
1425,303966.830041,2665.68611666,1408,1832,310,2665.68609652,303966.841889,6.97814641323
1426,144166.523621,2633.34092429,756,1976,310,2633.34086295,144166.509445,3.30962089331
1427,70104.69869,1949.25345156,9210,1058,310,1949.25329796,70104.6878833,1.60938862036
1428,40327.079531,1083.00830657,1067,743,310,1083.00831708,40327.0719285,0.92578588699
1429,642.728612002,125.76827536,3176,2488,310,125.768209008,642.72707614,0.0147550424026
1430,66107.3013989,1435.6509765,912,976,310,1435.65091607,66107.285304,1.51762051731
1431,176152.357088,2554.10056829,1313,685,310,2554.10052491,176152.345912,4.04391759696
1432,216236.6255,3877.7007062,1269,0,0,3877.70076705,216236.621757,4.96412963053
1433,166043.155438,3895.62649486,1112,5112,310,3895.62651533,166043.17329,3.81184199872
1434,1037222.03405,9578.60117268,1409,673,310,9578.60136558,1037222.00753,23.8114360981
1435,448119.042134,5553.29625157,857,522,310,5553.29618971,448119.046024,10.2874389005
1436,2649480.96421,16088.5343474,757,1043,310,16088.5340233,2649481.02129,60.8239582011
1437,27599.2551474,776.583725289,9211,806,310,776.583861255,27599.2602312,0.633594367048
1438,100697.290527,1319.48931137,1068,0,0,1319.48929209,100697.284194,2.31170080312
1439,53615.5648195,1035.35671166,1410,0,0,1035.3567463,53615.5673999,1.23084898675
1440,24368.3564025,716.00502202,913,5071,310,716.004987375,24368.3520602,0.559422624744
1441,48286.5626,1150.20141774,3177,1386,310,1150.20138838,48286.5636616,1.10851140515
1442,38757.005006,1051.15800443,1113,5823,0,1051.15804009,38756.9965446,0.889741771648
1443,47489.2216475,983.342688244,1314,522,310,983.342677478,47489.2274841,1.09020701197
1444,223525.349662,4206.31068147,1069,0,0,4206.31061802,223525.346148,5.13145638778
1445,115849.618959,1695.2777208,1270,0,0,1695.27781284,115849.639034,2.65955239747
1446,23631531.8875,111061.551543,758,2901,310,111061.552351,23631531.8538,542.507492658
1447,66526.5508006,1839.2819913,1315,1308,310,1839.28193985,66526.5493931,1.5272455349
1448,60553.12,1693.57537895,1271,0,0,1693.57518942,60553.1100146,1.39011368751
1449,248029.259864,5087.07402029,1114,917,310,5087.07424477,248029.2495,5.69399085444
1450,630905.925677,5158.60823715,1070,0,0,5158.60817062,630905.954302,14.483665701
1451,178458.594014,3803.38848108,1411,4732,310,3803.38844928,178458.562238,4.09686125056
1452,110665.074711,1708.70329559,3178,394,310,1708.70342667,110665.075912,2.54053072941
1453,99810.7044434,2123.07289208,914,1048,310,2123.07291156,99810.6935953,2.29134740219
1454,4322.13179751,268.337399044,759,5793,0,268.337349128,4322.1292152,0.099222830665
1455,48782.040001,1941.25824693,9212,1799,310,1941.25837226,48782.0518073,1.1198862933
1456,122600.562456,2349.04780338,858,969,310,2349.04788338,122600.591894,2.81453356974
1457,940501.24,8008.44296913,1412,1100,310,8008.44299569,940501.240434,21.5910239314
1458,5466.2050415,301.675866596,1115,4629,310,301.675756547,5466.20156382,0.125487222881
1459,1987010.58269,8970.32220351,760,1173,310,8970.32199472,1987010.55727,45.6156681666
1460,14572.9375,470.048492183,1316,5844,0,470.048481936,14572.9375746,0.334549951021
1461,3498.27285123,246.733447619,1317,0,0,246.733508738,3498.27222649,0.0803096010014
1462,19057.7676105,748.532910444,859,745,310,748.532913359,19057.772043,0.437507995277
1463,436833.487422,3661.22795425,1272,1055,310,3661.22786147,436833.499645,10.0283573688
1464,49300.551113,1131.92210438,1413,0,0,1131.92209076,49300.5579757,1.13178960465
1465,7494.91394999,332.273181975,915,5037,310,332.27315644,7494.91537308,0.172060269808
1466,54059.2871959,1559.49970594,1116,5110,310,1559.49966826,54059.2905805,1.24103551006
1467,238754.209838,3189.61949679,3179,618,310,3189.61964133,238754.221646,5.48106466174
1468,128266.753694,1452.64568176,9213,0,0,1452.64573818,128266.751269,2.94461121068
1469,29564.560983,820.621325451,1071,550,310,820.621383656,29564.5645354,0.678711726217
1470,102392.74,1649.17536575,1318,1123,310,1649.17540546,102392.744879,2.35062338042
1471,307554.132319,6114.91109626,916,1874,310,6114.91093913,307554.143049,7.06049984548
1472,26301.8716185,1105.59158385,761,5045,310,1105.59150386,26301.8773258,0.603810434655
1473,9996.979505,406.628896957,1117,0,0,406.628957299,9996.98731784,0.229500167721
1474,1335310.01182,11877.6262537,860,2894,310,11877.6258276,1335310.01946,30.6546226059
1475,16513938.8788,48421.593331,1319,1307,310,48421.5927492,16513938.9527,379.109389547
1476,38646.6552671,1011.47569115,1273,1036,310,1011.47554047,38646.6522457,0.887208604976
1477,634436.685192,7516.66274504,9214,1372,310,7516.66278442,634436.668109,14.5647200611
1478,34727.9719045,1441.9462367,1414,672,310,1441.9465137,34727.9730343,0.797247749004
1479,37589.3148175,987.018543838,3180,946,310,987.01846581,37589.3165576,0.862935420463
1480,20845.6362985,1081.9565392,917,553,310,1081.95660706,20845.6376764,0.478551906778
1481,330829.385747,2306.37721097,1072,1903,310,2306.37724118,330829.380379,7.59482790864
1482,117870.376367,1744.64999507,762,4517,310,1744.65014044,117870.373314,2.70594225887
1483,5885.51369351,331.104229916,1118,0,0,331.104293311,5885.50868051,0.135113228251
1484,10369155.6426,24146.9397776,3181,1434,310,24146.9396785,10369155.689,238.04401207
1485,8605.21118249,562.041327513,861,2630,310,562.041357242,8605.2040652,0.197549092886
1486,221357.03125,2368.36891179,1073,0,0,2368.36893244,221357.031762,5.08167853978
1487,3264.40625,478.082614451,1415,3305,310,478.082680194,3264.40800934,0.074940795845
1488,330808.384715,3800.59853328,9215,241,310,3800.59840878,330808.390697,7.59434604992
1489,103835.218289,1829.55525157,1274,690,310,1829.55532763,103835.21727,2.38373812242
1490,523414.451049,3553.0229856,918,1492,310,3553.02318009,523414.452426,12.0159904979
1491,174508.83315,6231.22812323,3182,2915,310,6231.22812297,174508.829421,4.00618749905
1492,11915.311943,460.424997802,1119,4628,310,460.425037447,11915.3114092,0.273539005293
1493,1132886.34285,10666.0568792,1416,1563,310,10666.0569081,1132886.30854,26.0075950436
1494,216031.275327,2341.79886151,9216,302,310,2341.7987923,216031.266631,4.95941530667
1495,8864.4159175,622.055954621,1320,0,0,622.055973187,8864.41459047,0.203499771539
1496,139048.544778,2298.73151525,919,1864,310,2298.73151301,139048.538558,3.19212797875
1497,1708547.26111,10928.7763576,9217,2077,310,10928.7766651,1708547.27979,39.223005372
1498,6183.21875,312.345991843,1120,0,0,312.346060207,6183.21746375,0.141947708831
1499,5026670.56006,30247.9212064,3183,1419,310,30247.9215194,5026670.52106,115.396938196
1500,36665.0817485,881.461638043,1417,0,0,881.46167596,36665.0812175,0.841717811715
1501,110713.492395,1673.44183511,920,725,310,1673.44180195,110713.486423,2.54164208627
1502,4491232.44269,20497.443076,1321,1125,310,20497.4430167,4491232.4487,103.104922261
1503,111727.875348,2649.31791306,9218,1468,310,2649.31780826,111727.886273,2.56492959565
1504,5897.06128501,521.290636641,1121,4623,310,521.29076093,5897.06101613,0.135378434446
1505,10336511.1779,25065.0877827,921,0,0,25065.0877419,10336511.2007,237.294594741
1506,227844.26475,2088.07288785,1418,5851,0,2088.07288877,227844.2621,5.23060545178
1507,1120736.84653,6397.22883126,1322,1868,310,6397.22880343,1120736.80023,25.7286795958
1508,221954.620697,2773.89964517,3184,423,310,2773.8997478,221954.617126,5.09539726693
1509,143756.611496,2529.20199004,1122,1911,310,2529.20194158,143756.639613,3.30021153905
1510,1814614.88035,13628.3988854,9219,706,310,13628.3991348,1814614.85487,41.6579915828
1511,100615.663926,1533.361378,1323,5030,310,1533.36139655,100615.65372,2.3098268178
1512,245277.73929,4203.24715971,1275,3786,310,4203.24715936,245277.731286,5.63082443526
1513,12461.496636,706.289957747,1074,0,0,706.289832339,12461.4995701,0.286077810291
1514,171349.821499,3210.96986824,862,1859,310,3210.96988501,171349.816682,3.93366625535
1515,25178.5072035,752.210391653,922,0,0,752.210430987,25178.5035174,0.578021217441
1516,44489.990927,1064.29850382,763,4516,310,1064.29857799,44489.9943375,1.02135381768
1517,36286.369781,1595.52092064,3185,2493,310,1595.52089732,36286.3489543,0.833023280536
1518,142000.297999,5414.80276236,9220,1168,310,5414.80270836,142000.303567,3.25989145019
1519,7344.542011,405.877189497,1123,0,0,405.877260614,7344.5435792,0.168608194616
1520,261051.840038,4271.27407277,1419,1030,310,4271.27398649,261051.831597,5.99294939869
1521,5965.503858,443.81664075,923,0,0,443.816674016,5965.50455577,0.136949688197
1522,178243.041103,3392.62685472,1075,542,310,3392.62668521,178243.058717,4.09191395068
1523,65097.185931,1871.9801853,3186,248,310,1871.98016535,65097.1755442,1.49443149526
1524,69317.8437375,1222.47624279,1324,0,0,1222.4762079,69317.8350716,1.59132489311
1525,394018.928998,2911.0734988,863,772,310,2911.07333634,394018.913319,9.04546578051
1526,137343.905375,2034.65952605,1276,1599,310,2034.65947156,137343.903178,3.15299477859
1527,102541.71192,1724.32201514,764,988,310,1724.32197592,102541.704672,2.3540430404
1528,22041.6031115,536.524917856,1124,0,0,536.524929759,22041.6037169,0.506007618998
1529,1142659.67378,13103.6679076,1420,1050,310,13103.6681675,1142659.6839,26.2319617665
1530,19580.5265965,1085.36899812,9221,2030,310,1085.36893531,19580.528177,0.449508872804
1531,374273.58365,5775.24283049,864,1968,310,5775.24287627,374273.595456,8.59217384194
1532,147105.837104,1825.81842122,1325,919,310,1825.81844111,147105.838876,3.37709888203
1533,4783986.81501,22609.6342164,1076,676,310,22609.6336883,4783986.8008,109.825664298
1534,494976.305225,2805.71746831,1125,710,310,2805.71746443,494976.296109,11.3631376497
1535,348379.634108,6909.8635557,3187,1607,310,6909.8636424,348379.643088,7.9977281132
1536,3171750.39387,14076.9955971,924,902,310,14076.9954837,3171750.37159,72.8136606665
1537,75669.543635,1485.55598614,765,983,310,1485.5560216,75669.5483621,1.73714074934
1538,7619.6359155,393.985591381,1277,5841,0,393.985502204,7619.63685337,0.17492349247
1539,1902248.63407,14212.5321119,1421,0,0,14212.5324202,1902248.63755,43.6697944574
1540,22570.8815815,678.975495562,3188,354,310,678.975501592,22570.8851641,0.518158297703
1541,132918.358002,1861.85215955,1077,734,310,1861.85210305,132918.345346,3.0513975441
1542,14267.481636,488.449718324,1126,4630,310,488.449738017,14267.4794504,0.32753756934
1543,31742.1844835,776.524193589,925,973,310,776.524269415,31742.1861724,0.728703240162
1544,177908.84375,2347.04411135,1326,5845,0,2347.04403256,177908.846716,4.08424146817
1545,79494.270911,1494.10492907,865,5062,310,1494.10495397,79494.2729984,1.82494469643
1546,45677.7658145,1692.02529841,9222,1338,310,1692.02535333,45677.7739423,1.04862159444
